player,shot_type,location,defender_distance,time_remaining,score_diff,shot_success
Player A,MIDRANGE,top of key,1.26,23,0,False
Player A,3PT,left wing,1.38,11,2,False
Player A,3PT,paint,2.88,1,7,True
Player A,MIDRANGE,paint,1.87,11,-4,True
Player A,3PT,right wing,1.67,12,-9,False
Player A,LAYUP,left wing,3.5,7,2,False
Player C,MIDRANGE,left wing,2.81,13,-3,False
Player C,3PT,left wing,2.62,8,-7,False
Player C,MIDRANGE,paint,2.45,23,-8,True
Player C,LAYUP,left wing,0.55,6,-10,True
Player B,LAYUP,left wing,2.72,14,10,False
Player C,MIDRANGE,paint,2.98,24,1,True
Player C,LAYUP,left wing,1.7,4,4,False
Player C,LAYUP,paint,2.83,11,3,True
Player B,LAYUP,paint,3.35,14,-6,False
Player A,3PT,paint,0.88,22,-7,False
Player B,LAYUP,right wing,1.01,24,-3,True
Player B,3PT,paint,3.69,4,6,False
Player B,3PT,left wing,3.74,14,8,False
Player B,3PT,right wing,3.83,9,5,False
Player C,3PT,top of key,1.98,22,-2,False
Player B,LAYUP,top of key,2.19,10,-3,True
Player A,MIDRANGE,right wing,3.89,4,-1,False
Player B,MIDRANGE,left wing,1.87,3,10,False
Player A,3PT,top of key,3.59,16,-6,True
Player B,LAYUP,top of key,3.84,16,-2,True
Player C,MIDRANGE,paint,3.74,15,-3,True
Player A,MIDRANGE,paint,1.49,23,8,False
Player B,LAYUP,left wing,1.49,21,-3,True
Player B,MIDRANGE,right wing,1.02,21,0,False
Player B,MIDRANGE,paint,1.28,4,-7,True
Player B,3PT,right wing,1.15,1,10,True
Player A,LAYUP,left wing,2.48,11,10,True
Player A,3PT,top of key,1.19,8,-7,False
Player A,MIDRANGE,left wing,3.25,13,-1,True
Player A,3PT,left wing,2.63,11,0,True
Player B,LAYUP,top of key,1.76,4,-5,True
Player A,LAYUP,right wing,3.29,9,3,True
Player B,MIDRANGE,left wing,3.89,16,4,False
Player A,LAYUP,paint,2.42,13,1,True
Player A,LAYUP,left wing,3.27,9,5,True
Player C,LAYUP,top of key,2.7,21,-8,False
Player B,3PT,top of key,2.48,5,-5,False
Player A,LAYUP,right wing,1.71,6,-5,True
Player A,MIDRANGE,left wing,3.75,22,8,False
Player B,MIDRANGE,right wing,1.9,1,-6,False
Player A,MIDRANGE,paint,2.82,4,8,False
Player B,3PT,left wing,2.12,15,-9,False
Player A,3PT,left wing,1.33,11,-1,False
Player C,3PT,paint,2.99,23,-9,False
Player C,3PT,right wing,2.79,14,-8,True
Player C,LAYUP,paint,2.5,19,-2,False
Player A,LAYUP,left wing,1.59,6,7,True
Player B,LAYUP,right wing,2.91,12,8,True
Player A,LAYUP,right wing,1.47,8,-8,True
Player B,3PT,right wing,1.06,22,7,False
Player B,LAYUP,paint,1.18,11,4,False
Player C,3PT,left wing,3.74,12,6,False
Player C,MIDRANGE,paint,3.26,24,-3,False
Player B,3PT,top of key,1.56,2,3,True
Player B,LAYUP,left wing,2.42,9,-1,True
Player B,MIDRANGE,right wing,0.71,12,5,True
Player B,LAYUP,top of key,0.55,22,-8,False
Player C,3PT,right wing,2.18,22,6,False
Player A,LAYUP,top of key,0.51,4,5,True
Player C,MIDRANGE,right wing,3.48,10,5,False
Player C,3PT,top of key,2.13,8,10,True
Player A,3PT,paint,1.9,14,0,True
Player B,3PT,left wing,0.67,24,-10,False
Player C,3PT,right wing,2.97,10,-9,False
Player A,MIDRANGE,left wing,1.62,23,-5,True
Player C,3PT,paint,0.84,13,-9,False
Player A,LAYUP,left wing,2.34,22,10,False
Player B,MIDRANGE,left wing,2.54,19,-6,False
Player B,LAYUP,right wing,2.36,24,-5,False
Player B,MIDRANGE,right wing,3.56,5,7,False
Player A,LAYUP,left wing,2.27,19,5,True
Player A,LAYUP,top of key,2.84,21,8,True
Player C,LAYUP,right wing,1.86,12,8,False
Player B,3PT,left wing,1.88,20,10,False
Player A,LAYUP,top of key,0.6,1,1,True
Player B,3PT,paint,2.63,20,-8,False
Player A,3PT,left wing,1.75,7,-5,False
Player B,MIDRANGE,top of key,1.92,2,2,False
Player C,MIDRANGE,top of key,3.83,5,7,False
Player B,LAYUP,left wing,1.24,16,-2,False
Player C,LAYUP,right wing,0.52,11,-5,True
Player C,MIDRANGE,paint,2.97,6,-10,False
Player C,MIDRANGE,paint,2.41,4,-1,True
Player B,3PT,left wing,2.05,3,-9,True
Player C,LAYUP,left wing,1.47,8,-2,True
Player B,3PT,right wing,3.28,5,5,False
Player B,MIDRANGE,right wing,2.28,23,-3,True
Player C,3PT,right wing,3.97,2,4,False
Player B,MIDRANGE,left wing,2.88,14,-8,False
Player A,LAYUP,top of key,2.72,24,1,False
Player B,MIDRANGE,left wing,0.9,9,-10,False
Player B,3PT,top of key,1.23,18,1,False
Player A,3PT,paint,3.13,9,-6,True
Player C,MIDRANGE,left wing,2.29,17,-7,False
Player C,3PT,paint,3.59,20,-5,False
Player A,MIDRANGE,left wing,1.36,22,7,True
Player B,MIDRANGE,paint,3.4,8,-8,False
Player A,MIDRANGE,left wing,2.49,22,-7,True
Player A,3PT,paint,1.63,19,3,False
Player C,3PT,left wing,1.9,13,-2,True
Player A,3PT,paint,2.73,16,-5,True
Player C,3PT,right wing,3.7,2,-2,True
Player A,LAYUP,left wing,2.51,18,9,False
Player C,3PT,top of key,0.71,4,-1,False
Player A,MIDRANGE,top of key,3.85,10,-8,False
Player C,3PT,right wing,3.09,7,4,False
Player B,MIDRANGE,top of key,3.72,3,2,False
Player B,3PT,paint,0.55,8,-5,False
Player C,MIDRANGE,top of key,2.18,5,3,False
Player B,3PT,top of key,3.25,2,-5,False
Player C,LAYUP,top of key,3.85,3,-7,True
Player C,MIDRANGE,right wing,3.39,8,9,False
Player C,3PT,paint,0.84,4,-2,False
Player C,MIDRANGE,paint,2.35,24,-1,True
Player A,LAYUP,left wing,2.56,10,10,True
Player B,MIDRANGE,right wing,3.49,14,-1,False
Player C,LAYUP,top of key,2.06,5,-9,True
Player A,MIDRANGE,right wing,1.11,11,2,True
Player A,3PT,paint,1.53,21,8,True
Player B,MIDRANGE,top of key,3.51,3,1,True
Player A,MIDRANGE,right wing,1.59,12,7,False
Player B,MIDRANGE,top of key,2.1,20,-4,True
Player A,LAYUP,right wing,3.15,19,-7,True
Player B,MIDRANGE,left wing,1.93,10,-4,True
Player C,3PT,top of key,2.91,23,5,True
Player C,3PT,right wing,2.06,12,3,False
Player C,MIDRANGE,left wing,3.58,8,3,True
Player A,3PT,paint,3.23,6,-3,False
Player B,LAYUP,top of key,0.64,14,10,True
Player C,LAYUP,right wing,2.25,6,9,True
Player B,MIDRANGE,top of key,2.42,3,-4,False
Player C,LAYUP,left wing,0.78,18,-7,True
Player A,LAYUP,paint,1.64,10,-1,True
Player A,LAYUP,left wing,3.63,3,-9,True
Player C,MIDRANGE,top of key,1.16,15,-10,False
Player C,3PT,top of key,3.57,10,-2,False
Player A,LAYUP,left wing,2.55,15,-3,True
Player B,3PT,paint,2.58,17,4,False
Player C,3PT,left wing,0.64,8,-3,False
Player A,3PT,right wing,3.11,19,-7,False
Player A,3PT,paint,2.63,3,1,True
Player B,LAYUP,top of key,2.81,22,4,False
Player B,LAYUP,left wing,3.82,23,10,True
Player C,3PT,right wing,2.92,22,6,True
Player A,MIDRANGE,left wing,0.93,19,4,True
Player A,3PT,paint,2.04,3,-8,True
Player A,3PT,top of key,2.64,15,3,True
Player B,LAYUP,right wing,3.92,17,-9,False
Player B,3PT,right wing,3.49,21,-7,False
Player B,MIDRANGE,top of key,3.13,4,-10,True
Player C,LAYUP,right wing,3.12,2,-6,True
Player C,3PT,right wing,1.49,9,-6,False
Player C,LAYUP,paint,3.13,8,-1,True
Player C,MIDRANGE,top of key,2.91,1,6,True
Player B,MIDRANGE,top of key,1.9,19,-5,False
Player C,3PT,paint,2.01,2,10,False
Player B,3PT,right wing,3.23,19,-7,False
Player C,LAYUP,paint,1.48,1,6,True
Player B,LAYUP,top of key,2.21,5,6,True
Player A,LAYUP,top of key,2.31,9,7,True
Player C,MIDRANGE,top of key,3.37,7,-1,False
Player A,3PT,left wing,3.07,23,-9,False
Player A,3PT,top of key,3.51,13,-9,True
Player C,MIDRANGE,left wing,2.57,7,-7,False
Player C,LAYUP,top of key,2.18,24,-8,True
Player A,3PT,top of key,2.53,24,-3,False
Player A,MIDRANGE,left wing,2.99,18,-7,False
Player A,MIDRANGE,paint,1.97,12,-6,True
Player C,MIDRANGE,left wing,1.13,11,8,True
Player B,MIDRANGE,left wing,1.14,13,-2,True
Player C,3PT,top of key,1.39,19,10,True
Player C,LAYUP,paint,3.01,7,0,True
Player A,LAYUP,paint,3.39,8,-8,True
Player C,3PT,paint,2.8,20,2,False
Player C,3PT,left wing,2.89,20,9,True
Player C,MIDRANGE,top of key,2.76,14,-3,False
Player A,MIDRANGE,top of key,2.23,4,9,True
Player A,LAYUP,top of key,2.63,10,-9,True
Player C,MIDRANGE,right wing,0.67,20,-7,False
Player A,MIDRANGE,right wing,0.62,23,-1,False
Player A,LAYUP,right wing,3.03,1,-6,True
Player B,LAYUP,left wing,2.92,3,7,False
Player C,LAYUP,paint,3.58,2,4,False
Player B,3PT,top of key,2.13,24,-7,False
Player A,MIDRANGE,paint,0.95,13,-1,False
Player C,LAYUP,right wing,3.09,8,0,True
Player B,LAYUP,paint,1.9,4,10,True
Player B,LAYUP,right wing,2.31,1,3,True
Player B,3PT,top of key,1.56,22,-10,False
Player C,3PT,right wing,1.14,18,-6,True
Player A,LAYUP,top of key,1.66,17,10,True
Player B,LAYUP,top of key,3.15,23,1,True
Player A,MIDRANGE,top of key,3.9,17,-4,False
Player B,MIDRANGE,left wing,1.5,12,7,False
Player B,3PT,top of key,2.81,1,7,False
Player C,3PT,left wing,1.57,5,-4,True
Player C,MIDRANGE,paint,1.92,3,-6,True
Player B,MIDRANGE,paint,2.87,3,0,True
Player C,3PT,paint,3.97,10,-5,False
Player C,3PT,right wing,0.51,14,10,True
Player B,MIDRANGE,right wing,1.67,7,-7,True
Player C,MIDRANGE,paint,3.21,21,5,True
Player C,LAYUP,top of key,3.74,9,-1,False
Player B,LAYUP,left wing,3.06,16,5,True
Player A,3PT,left wing,1.1,16,2,False
Player B,LAYUP,paint,2.75,11,-1,True
Player C,3PT,left wing,2.69,15,0,False
Player B,LAYUP,paint,3.53,5,-1,True
Player C,3PT,left wing,0.87,22,4,False
Player B,LAYUP,left wing,3.41,22,1,True
Player A,LAYUP,left wing,3.92,9,6,True
Player C,MIDRANGE,right wing,1.02,2,-7,False
Player C,3PT,right wing,1.62,23,9,True
Player C,3PT,right wing,1.96,18,-9,False
Player B,LAYUP,right wing,0.69,1,9,True
Player B,MIDRANGE,paint,0.9,3,5,True
Player C,MIDRANGE,paint,1.27,11,-2,True
Player B,3PT,top of key,1.95,12,3,True
Player B,LAYUP,left wing,3.69,21,-3,True
Player B,LAYUP,left wing,3.87,2,-3,False
Player C,MIDRANGE,top of key,2.13,17,3,False
Player C,LAYUP,paint,3.16,20,0,False
Player B,LAYUP,left wing,0.52,15,-7,False
Player C,MIDRANGE,right wing,2.35,15,-2,True
Player A,3PT,top of key,1.95,9,4,False
Player B,LAYUP,right wing,1.93,10,4,True
Player A,LAYUP,left wing,3.08,19,1,True
Player A,LAYUP,left wing,2.01,8,0,True
Player A,MIDRANGE,left wing,3.18,21,7,False
Player A,MIDRANGE,right wing,3.36,3,-4,False
Player B,3PT,left wing,3.1,19,-6,False
Player B,3PT,left wing,3.13,7,8,False
Player C,MIDRANGE,top of key,1.1,6,4,False
Player B,3PT,top of key,3.75,7,-5,True
Player B,LAYUP,right wing,1.61,15,1,True
Player C,3PT,paint,2.5,7,6,False
Player C,3PT,left wing,2.69,17,2,True
Player C,LAYUP,top of key,1.81,20,-2,True
Player A,LAYUP,left wing,1.0,5,-3,True
Player B,LAYUP,right wing,2.62,7,-4,True
Player B,MIDRANGE,left wing,2.08,19,-4,False
Player A,3PT,left wing,1.56,6,10,False
Player C,MIDRANGE,left wing,3.01,3,-4,True
Player C,LAYUP,top of key,3.01,14,10,False
Player A,MIDRANGE,paint,2.17,9,-4,False
Player A,MIDRANGE,right wing,1.6,6,2,True
Player C,3PT,top of key,0.7,21,-7,True
Player A,MIDRANGE,right wing,1.27,13,1,True
Player B,MIDRANGE,left wing,0.84,14,-3,False
Player B,MIDRANGE,right wing,1.22,19,-9,False
Player B,3PT,left wing,2.78,12,-4,False
Player C,LAYUP,right wing,1.64,21,6,False
Player C,3PT,top of key,1.56,19,5,True
Player B,MIDRANGE,right wing,3.0,23,1,False
Player C,3PT,paint,3.05,23,8,False
Player C,3PT,top of key,3.81,12,7,True
Player A,3PT,paint,0.89,10,-3,True
Player A,LAYUP,top of key,1.5,16,6,False
Player C,LAYUP,left wing,3.77,15,-10,True
Player B,3PT,right wing,2.91,12,6,False
Player B,MIDRANGE,right wing,2.47,12,-9,False
Player A,3PT,left wing,3.95,9,2,True
Player C,3PT,paint,3.52,21,-5,True
Player A,MIDRANGE,top of key,2.25,15,1,False
Player C,LAYUP,left wing,0.74,16,-8,True
Player C,LAYUP,paint,1.09,10,-4,True
Player B,3PT,left wing,1.55,15,-5,True
Player B,LAYUP,left wing,1.57,9,4,True
Player C,LAYUP,paint,3.75,3,2,True
Player C,3PT,left wing,3.34,18,10,True
Player C,3PT,paint,1.28,10,6,False
Player C,3PT,left wing,1.35,18,-5,True
Player B,LAYUP,top of key,2.14,17,-6,True
Player C,3PT,left wing,2.12,15,-4,False
Player C,MIDRANGE,paint,3.74,11,-4,True
Player B,3PT,paint,3.28,7,10,True
Player B,MIDRANGE,top of key,0.87,16,-4,False
Player A,MIDRANGE,top of key,0.77,4,7,True
Player C,3PT,paint,0.89,8,8,False
Player A,MIDRANGE,top of key,2.95,21,-8,False
Player A,3PT,top of key,2.34,2,-3,False
Player B,3PT,left wing,3.8,8,1,True
Player A,LAYUP,top of key,3.8,3,-3,True
Player A,3PT,paint,3.13,19,4,False
Player A,3PT,top of key,1.33,15,-4,True
Player A,LAYUP,top of key,3.8,10,3,False
Player B,3PT,top of key,0.63,13,-3,True
Player C,MIDRANGE,right wing,3.2,6,10,True
Player A,3PT,top of key,0.62,18,-1,True
Player B,LAYUP,left wing,3.07,19,-6,False
Player C,LAYUP,right wing,0.62,3,-6,True
Player C,MIDRANGE,right wing,3.4,11,5,False
Player B,3PT,right wing,3.6,7,-6,False
Player A,MIDRANGE,top of key,3.34,10,0,False
Player C,MIDRANGE,right wing,2.58,20,3,True
Player C,3PT,top of key,0.56,12,9,False
Player A,3PT,paint,0.66,3,0,True
Player A,MIDRANGE,right wing,2.64,18,4,False
Player C,MIDRANGE,paint,2.43,4,5,True
Player B,3PT,top of key,2.95,7,-3,True
Player B,3PT,right wing,2.44,16,4,False
Player C,3PT,paint,2.29,4,-3,True
Player B,MIDRANGE,left wing,1.5,5,-7,False
Player A,3PT,left wing,3.41,2,7,True
Player A,LAYUP,left wing,3.04,15,0,True
Player A,MIDRANGE,right wing,2.56,16,1,False
Player C,MIDRANGE,right wing,3.58,22,2,False
Player C,LAYUP,left wing,1.96,1,1,False
Player C,3PT,paint,2.55,3,5,True
Player C,3PT,right wing,3.04,19,-6,True
Player C,MIDRANGE,right wing,1.26,21,-3,False
Player A,3PT,left wing,2.13,15,-6,False
Player C,3PT,right wing,1.04,14,-4,True
Player C,MIDRANGE,right wing,2.98,21,-5,True
Player C,MIDRANGE,right wing,1.53,23,6,False
Player A,LAYUP,left wing,3.06,22,10,False
Player C,3PT,top of key,3.9,11,3,False
Player C,MIDRANGE,right wing,3.33,10,10,False
Player C,LAYUP,top of key,1.17,5,-8,True
Player B,3PT,paint,3.2,12,-5,True
Player B,3PT,top of key,0.54,24,-4,False
Player A,3PT,top of key,3.36,5,-6,False
Player B,LAYUP,right wing,2.63,10,-4,False
Player C,MIDRANGE,left wing,1.23,15,5,False
Player C,3PT,paint,2.12,13,-2,False
Player B,3PT,left wing,1.91,10,-1,True
Player A,LAYUP,left wing,3.94,16,9,True
Player B,LAYUP,paint,2.0,4,3,False
Player A,3PT,left wing,3.66,4,7,True
Player C,3PT,paint,0.78,14,-8,False
Player B,MIDRANGE,right wing,2.03,24,-4,True
Player B,MIDRANGE,right wing,2.11,9,-7,False
Player B,3PT,right wing,1.43,11,1,False
Player B,3PT,left wing,3.99,2,7,True
Player B,3PT,paint,0.72,24,-4,False
Player B,3PT,top of key,3.03,17,2,False
Player C,3PT,top of key,3.16,21,-8,False
Player B,LAYUP,left wing,3.55,13,0,True
Player C,LAYUP,paint,1.88,19,-3,True
Player B,3PT,right wing,1.3,17,-3,False
Player C,MIDRANGE,left wing,0.85,12,4,True
Player B,LAYUP,right wing,0.71,1,-7,True
Player B,3PT,paint,0.63,11,-8,False
Player C,MIDRANGE,left wing,1.91,24,3,True
Player B,3PT,top of key,2.33,11,-6,True
Player A,LAYUP,left wing,1.06,11,-7,False
Player B,MIDRANGE,right wing,2.44,7,-2,True
Player A,MIDRANGE,right wing,1.87,4,5,True
Player C,LAYUP,paint,0.75,7,-6,True
Player B,LAYUP,right wing,0.58,13,4,False
Player B,MIDRANGE,left wing,3.44,1,-2,False
Player A,MIDRANGE,top of key,0.81,20,-10,True
Player C,3PT,paint,1.96,10,-8,True
Player C,3PT,top of key,1.54,20,-5,False
Player C,MIDRANGE,paint,3.09,23,3,True
Player C,3PT,top of key,2.58,5,-5,True
Player B,MIDRANGE,left wing,0.85,19,-7,True
Player B,MIDRANGE,top of key,2.98,11,10,False
Player B,LAYUP,left wing,2.64,20,6,True
Player C,LAYUP,right wing,0.92,1,5,False
Player A,3PT,left wing,3.54,5,-6,False
Player B,3PT,right wing,1.87,21,-3,False
Player C,LAYUP,top of key,3.69,17,6,False
Player A,3PT,paint,1.61,5,-8,False
Player B,MIDRANGE,top of key,2.8,5,1,True
Player C,MIDRANGE,left wing,0.63,1,6,True
Player C,MIDRANGE,paint,2.65,6,-7,True
Player B,3PT,right wing,2.48,11,0,False
Player C,3PT,paint,1.64,18,7,True
Player B,MIDRANGE,top of key,0.87,14,9,False
Player A,3PT,paint,0.98,3,0,False
Player A,MIDRANGE,paint,0.66,12,9,True
Player A,LAYUP,top of key,3.62,16,-7,True
Player B,MIDRANGE,right wing,1.34,20,-9,False
Player A,LAYUP,paint,3.54,5,-7,False
Player C,3PT,top of key,1.7,8,10,False
Player C,LAYUP,left wing,1.18,7,-5,True
Player B,LAYUP,left wing,2.94,19,10,False
Player B,LAYUP,paint,0.91,4,-2,False
Player A,LAYUP,left wing,3.61,16,-9,True
Player A,3PT,top of key,1.29,24,8,False
Player B,MIDRANGE,right wing,3.83,20,5,True
Player C,3PT,right wing,3.84,14,8,False
Player A,3PT,right wing,0.91,6,-6,False
Player A,LAYUP,paint,2.41,21,-4,True
Player C,MIDRANGE,right wing,0.87,5,3,True
Player B,3PT,right wing,1.09,12,-9,True
Player A,MIDRANGE,top of key,2.15,12,-2,True
Player C,LAYUP,right wing,3.93,11,-8,True
Player A,3PT,top of key,3.01,15,-4,False
Player B,LAYUP,paint,3.82,14,-3,True
Player C,LAYUP,paint,0.54,4,-4,True
Player A,MIDRANGE,paint,2.43,8,-6,True
Player B,LAYUP,top of key,0.71,22,-2,True
Player C,LAYUP,paint,3.08,15,7,True
Player C,MIDRANGE,left wing,3.22,5,-9,True
Player B,MIDRANGE,right wing,1.82,2,-8,True
Player B,LAYUP,left wing,1.46,10,9,True
Player A,3PT,top of key,3.25,24,4,True
Player A,3PT,paint,0.75,14,-9,False
Player A,LAYUP,left wing,3.44,11,10,True
Player B,LAYUP,left wing,2.86,15,7,False
Player A,LAYUP,paint,1.98,11,3,True
Player C,MIDRANGE,paint,1.25,23,7,False
Player A,3PT,right wing,2.96,7,-1,False
Player C,3PT,left wing,1.25,21,-6,False
Player A,MIDRANGE,paint,1.12,11,-9,True
Player B,MIDRANGE,right wing,2.63,20,-9,True
Player C,3PT,top of key,2.08,2,8,True
Player A,MIDRANGE,left wing,3.75,19,7,False
Player B,MIDRANGE,right wing,3.24,17,-2,True
Player C,LAYUP,left wing,2.35,18,-9,True
Player B,LAYUP,right wing,1.43,16,1,False
Player B,3PT,top of key,2.43,19,6,True
Player A,3PT,right wing,3.44,19,5,True
Player B,3PT,paint,3.39,7,1,False
Player B,3PT,paint,2.09,16,3,False
Player B,MIDRANGE,top of key,1.02,20,-8,False
Player B,LAYUP,left wing,2.78,9,-4,False
Player A,MIDRANGE,left wing,1.22,7,-8,False
Player C,MIDRANGE,left wing,3.12,12,0,True
Player C,LAYUP,right wing,2.55,2,-1,True
Player C,MIDRANGE,paint,3.61,4,-5,False
Player A,MIDRANGE,paint,3.94,9,-9,False
Player C,3PT,paint,0.78,14,-10,False
Player B,3PT,left wing,0.59,20,8,False
Player B,3PT,top of key,3.93,7,3,False
Player A,LAYUP,right wing,3.29,13,-3,True
Player A,3PT,right wing,3.22,21,10,True
Player C,3PT,right wing,3.78,19,1,False
Player C,3PT,left wing,1.64,8,-5,False
Player B,MIDRANGE,top of key,2.7,7,-3,False
Player C,LAYUP,left wing,1.01,21,-10,False
Player A,LAYUP,top of key,2.43,18,2,True
Player A,LAYUP,right wing,3.68,2,-9,False
Player A,LAYUP,paint,3.27,14,2,True
Player A,MIDRANGE,top of key,0.67,21,5,True
Player B,3PT,right wing,0.69,9,2,False
Player A,LAYUP,paint,2.22,2,-7,False
Player B,3PT,top of key,1.44,9,-1,True
Player C,MIDRANGE,right wing,3.23,23,0,False
Player C,LAYUP,top of key,0.52,6,3,False
Player B,LAYUP,left wing,1.14,7,-8,True
Player B,MIDRANGE,left wing,1.83,5,-8,False
Player A,MIDRANGE,right wing,1.43,14,-5,True
Player A,3PT,left wing,2.66,9,0,False
Player C,3PT,paint,3.38,2,9,True
Player A,LAYUP,paint,1.34,18,-8,True
Player B,3PT,left wing,1.07,19,10,False
Player A,3PT,paint,2.18,4,-4,False
Player A,3PT,right wing,2.81,5,-8,False
Player A,3PT,top of key,2.83,22,-3,False
Player A,3PT,paint,2.17,21,4,False
Player C,MIDRANGE,right wing,3.62,16,8,True
Player C,3PT,paint,2.41,14,9,False
Player B,MIDRANGE,paint,2.39,7,-9,True
Player A,3PT,paint,1.31,20,-10,True
Player A,LAYUP,left wing,2.63,12,-8,False
Player B,3PT,left wing,3.16,14,10,False
Player A,LAYUP,paint,3.7,18,9,True
Player B,LAYUP,paint,1.35,6,-10,True
Player C,3PT,right wing,1.43,15,-8,False
Player C,3PT,top of key,1.02,18,1,True
Player C,3PT,top of key,1.98,10,4,False
Player B,LAYUP,paint,1.15,3,-1,False
Player B,3PT,top of key,1.15,19,10,False
Player C,MIDRANGE,left wing,3.44,3,-8,False
Player B,LAYUP,left wing,2.06,5,-2,True
Player B,3PT,right wing,0.96,2,-7,True
Player A,3PT,right wing,2.94,1,7,False
Player A,3PT,top of key,3.8,20,-5,False
Player C,LAYUP,right wing,3.35,11,7,True
Player B,3PT,paint,3.98,14,0,False
Player A,3PT,left wing,3.89,6,-4,False
Player C,MIDRANGE,paint,1.19,10,7,False
Player C,3PT,right wing,3.15,16,9,True
Player C,MIDRANGE,left wing,1.34,16,-5,True
Player B,3PT,top of key,0.61,4,-3,False
Player A,LAYUP,left wing,0.67,14,1,False
Player A,MIDRANGE,left wing,0.92,1,-8,False
Player B,3PT,top of key,1.44,10,4,False
Player A,MIDRANGE,right wing,1.95,10,-4,True
Player A,MIDRANGE,right wing,2.66,16,5,True
Player C,LAYUP,left wing,2.23,24,9,True
Player C,MIDRANGE,paint,0.53,21,-8,False
Player A,3PT,right wing,0.76,24,-6,False
Player A,3PT,paint,1.67,24,-4,False
Player C,3PT,paint,3.56,17,7,False
Player B,LAYUP,right wing,1.41,6,5,False
Player A,LAYUP,top of key,2.91,8,-2,True
Player C,LAYUP,left wing,1.81,2,-3,True
Player A,LAYUP,paint,1.58,12,-7,True
Player C,LAYUP,top of key,3.11,12,-7,True
Player C,MIDRANGE,left wing,1.93,20,2,True
Player A,LAYUP,paint,1.04,10,-10,True
Player B,LAYUP,left wing,3.79,3,0,False
Player A,LAYUP,top of key,3.37,19,-9,True
Player C,3PT,right wing,3.85,19,-6,True
Player B,3PT,left wing,0.89,20,-2,False
Player C,3PT,paint,2.63,11,-3,False
Player C,3PT,left wing,3.84,3,-9,False
Player B,LAYUP,top of key,2.66,21,6,True
Player B,MIDRANGE,right wing,0.55,9,-9,True
Player A,LAYUP,left wing,2.49,21,9,False
Player C,LAYUP,top of key,0.87,5,5,True
Player C,LAYUP,paint,0.73,20,4,False
Player A,MIDRANGE,top of key,1.91,15,-4,False
Player B,LAYUP,left wing,3.19,21,-5,True
Player A,LAYUP,right wing,3.83,14,0,True
Player C,3PT,right wing,3.42,8,-7,False
Player C,MIDRANGE,top of key,1.01,10,-1,False
Player B,3PT,top of key,0.66,9,1,False
Player A,MIDRANGE,top of key,0.72,13,4,False
Player C,LAYUP,left wing,0.75,17,10,True
Player A,MIDRANGE,top of key,4.0,3,-4,True
Player A,LAYUP,paint,1.61,5,6,True
Player B,3PT,left wing,1.23,4,10,False
Player B,MIDRANGE,top of key,3.38,23,-9,False
Player C,LAYUP,right wing,2.22,4,-2,True
Player B,LAYUP,right wing,2.18,14,-9,False
Player B,LAYUP,right wing,1.56,1,-9,True
Player B,LAYUP,right wing,0.68,13,-7,False
Player C,MIDRANGE,top of key,1.19,8,-2,False
Player A,MIDRANGE,paint,2.5,15,-3,True
Player C,3PT,paint,3.3,20,-10,False
Player A,LAYUP,top of key,3.05,15,3,True
Player A,3PT,left wing,2.46,1,3,False
Player A,LAYUP,right wing,2.09,5,6,True
Player A,LAYUP,right wing,2.09,19,-10,False
Player B,LAYUP,top of key,1.54,22,-4,True
Player B,3PT,paint,1.98,19,-9,False
